c auto-generated SAT problem
-84 3293 8360 0
-8453 -8296 -7823 0
-8285 1072 7584 0
-6808 2976 4188 0
-9154 7098 7976 0
-4656 74 1149 0
-6500 -6086 -2009 0
-5181 594 6063 0
-9337 -8385 -2177 0
-7677 4749 9111 0
-8960 -2379 5856 0
-2875 4806 5673 0
-9462 1770 3094 0
-1093 2141 7457 0
-4354 1749 4618 0
81 3083 7664 0
-5560 3868 7439 0
-9605 -2029 -2 0
-8177 -7719 8340 0
1681 1975 7186 0
-8590 -5626 -2902 0
-5138 -1846 4100 0
-7074 -2240 5236 0
-6468 -4093 9438 0
-8317 -639 328 0
-4231 4832 7798 0
-4327 4224 8356 0
-7036 -5626 170 0
-8612 -4911 -3941 0
-240 1217 9958 0
3991 5095 6142 0
-4262 -2193 8704 0
-7995 972 4695 0
-7917 3580 8441 0
1626 4769 6370 0
-7507 -562 7443 0
-7267 -3397 1531 0
-9551 4735 8180 0
-6984 -3877 -2180 0
-9814 961 1511 0
-5337 -4487 -2305 0
-8409 -5535 1095 0
-6902 -4533 2735 0
-4762 -3310 -2575 0
-5592 3201 5311 0
-9019 1003 4551 0
-8551 -6707 2236 0
-2350 994 5071 0
-6043 5076 8667 0
-8047 -1092 9545 0
-5973 2305 4837 0
2182 3349 9252 0
-5710 1431 5193 0
-3454 1391 4931 0
-5931 -2887 -1198 0
-6249 -5393 -1905 0
-8778 -8166 9330 0
-9369 5932 9613 0
-8928 -7839 7600 0
353 6451 9513 0
-3264 -3228 -2344 0
-5709 -2733 -628 0
1427 2167 2621 0
-5651 -3008 9942 0
-8470 2577 8514 0
-9114 -6432 -2230 0
-5628 -4999 7245 0
-4569 1231 9664 0
-4284 -580 6190 0
-7018 3116 8060 0
-736 536 8078 0
-8353 1858 8199 0
-9508 2973 7582 0
-6562 304 8251 0
-9022 4980 8178 0
5403 6236 7004 0
-9438 -1079 4300 0
-3533 -3447 626 0
-23 3246 6368 0
-595 -561 8337 0
-8000 3851 6821 0
-7187 -4266 648 0
-2403 -188 1519 0
-2089 -1945 5072 0
-2948 4999 8328 0
-3039 -2245 -1130 0
-9988 -1679 7679 0
-9814 -1259 2439 0
-8666 -5457 2969 0
-7424 -5555 9787 0
-6539 -3637 2201 0
-4770 611 2479 0
-6430 -6005 -5586 0
-8139 -2910 5975 0
-8181 -2822 4927 0
-8977 -3309 8094 0
-6264 4798 9151 0
-1190 199 3247 0
-9349 1967 8453 0
-7517 -5118 -3062 0
-7739 -1184 895 0
-8301 -3312 -1768 0
-5925 -4011 -3672 0
-7733 -6333 284 0
-8632 -863 308 0
-5392 2733 8640 0
-4685 -2704 5157 0
-5666 1130 6003 0
-3419 2530 8794 0
-3997 -2344 2850 0
2080 5607 5928 0
-7874 -6908 -727 0
-5554 -5504 -5216 0
-6204 -3918 -1577 0
-8528 4943 5931 0
-972 36 3287 0
-4963 -4862 -2891 0
-3589 -297 1835 0
-6607 -4540 8968 0
897 3059 5838 0
-2191 3379 6218 0
1648 3956 9106 0
-5210 -3945 7218 0
-5637 3828 7799 0
-6443 -2028 2521 0
-3007 7139 7507 0
-2877 1932 4678 0
-3046 -1857 9750 0
-3826 2213 6351 0
2951 4981 5765 0
-4062 1166 2981 0
-2827 -2285 8537 0
2676 5876 7028 0
-1728 2773 8902 0
3269 6154 8243 0
-9041 -7042 7361 0
-9305 -7830 2000 0
-9342 2224 9638 0
-8943 -7600 -2949 0
-6850 -3760 -865 0
-2722 -130 8402 0
-4084 -2043 -1647 0
-9471 697 8654 0
-7560 -1709 1185 0
-8699 -4843 287 0
-7384 -3306 3556 0
-8775 -7558 3997 0
-6578 5543 9903 0
-6712 -4917 4761 0
-9628 2898 8284 0
-3227 7122 8467 0
-3532 -2562 1504 0
-8696 -7151 745 0
-2151 5093 5202 0
910 3746 9970 0
-2309 2084 9696 0
-2026 5590 9794 0
-9503 -9076 2558 0
-5137 -2498 -1452 0
-7563 5518 9195 0
-8822 -2448 9770 0
-1033 1108 3712 0
-6371 -309 3518 0
-743 2668 3775 0
-4387 186 3158 0
-6614 -1633 2775 0
-5172 4844 5573 0
-7478 289 2688 0
-5342 -3434 1225 0
-9322 -9059 -6317 0
-3485 1059 5928 0
-2544 6600 7541 0
-8934 -6311 5416 0
-5681 -5378 -2463 0
-6902 743 4990 0
-8409 3101 8951 0
-3435 -2516 6739 0
-9137 -1460 4825 0
-8340 6601 7473 0
-7888 4600 6775 0
-9985 9166 9267 0
-7606 -3979 5999 0
-9619 -4501 4515 0
3192 7193 8162 0
-8636 -5604 5670 0
-2275 -370 4891 0
1804 1984 9513 0
-9969 -8559 2318 0
-9361 -2531 2299 0
-9200 356 7794 0
-7880 -6805 -385 0
-8373 -4049 -2811 0
-8360 -5895 -251 0
-8485 -3835 3884 0
-8773 3401 5328 0
-9261 -7937 8246 0
-2885 -941 4144 0
-5294 -1706 9280 0
-3998 8730 9480 0
-8587 5553 9669 0
-5129 -3687 -1307 0
-5072 -2642 8505 0
-8305 -1331 5135 0
-6113 -5983 9638 0
-6776 278 1145 0
-8980 8010 9568 0
-7692 -2629 1518 0
-7342 -428 3632 0
-7715 2116 4798 0
-2941 4496 8598 0
916 2082 4667 0
-8627 2509 8228 0
-2965 1111 2588 0
-8975 2992 5903 0
2183 2216 5684 0
-9175 -4091 9029 0
-3829 -21 6629 0
-9361 5175 9567 0
-8495 -1819 2236 0
-2062 9011 9680 0
-8417 -6570 7568 0
1094 1156 6929 0
1200 1497 2541 0
-9284 -8374 -8035 0
-8496 6114 8065 0
-9077 6228 9339 0
-2546 -1330 1174 0
-8649 -4333 896 0
-587 4227 6470 0
524 3882 9470 0
311 1993 2439 0
-8292 -8284 4728 0
-5168 2924 6527 0
-7140 6549 7808 0
535 3153 3945 0
-6029 -162 8742 0
-6977 -5715 4973 0
-9727 -4520 -1271 0
-8221 3101 8343 0
-3341 2863 7341 0
-1889 5569 7397 0
-1094 -793 4209 0
-5765 -3622 -2145 0
-9341 30 5593 0
-5881 -2282 9895 0
-9599 -7535 5011 0
472 1041 4843 0
-9420 -1164 -1144 0
-9710 -1206 3809 0
-7726 -5832 669 0
-9308 8596 9803 0
-4654 8986 9619 0
-9903 -6686 -4230 0
-1895 2904 6619 0
-838 502 7454 0
766 6225 9854 0
-7998 -5206 -2423 0
-2553 -2037 -1500 0
-9888 -6679 -358 0
-7455 -4289 1249 0
-4189 9034 9868 0
-1648 3210 6095 0
-8723 -1013 5260 0
-5309 -1587 -211 0
-3276 357 1540 0
-1479 1356 9511 0
-2761 5151 6384 0
-8990 -1035 9063 0
2499 5833 9610 0
-2483 2787 2842 0
381 4179 9130 0
-8208 860 5267 0
-6627 -3375 -2487 0
-9498 -7850 5402 0
-7618 3148 5209 0
-7059 1059 4548 0
-6032 -1418 -540 0
-4629 -668 7480 0
-9486 -8472 -3281 0
2553 4052 7685 0
-9181 565 5955 0
-9443 -634 1673 0
-4630 103 7975 0
-8637 -4499 -1714 0
-3425 -3344 286 0
-4569 3476 4111 0
-8006 -7359 -598 0
-1073 -993 4632 0
-807 1737 6306 0
-8118 2959 4333 0
-5374 4459 5090 0
-6884 -5186 -2453 0
-5591 -4235 7537 0
-1796 2298 9140 0
-8587 465 809 0
-435 2150 3869 0
-3730 -1078 3232 0
-9563 -8224 1880 0
2570 6312 7937 0
-8670 -713 6130 0
-8028 -4235 -1694 0
-2897 1446 9987 0
-9457 -9008 -4241 0
-1411 2111 7988 0
-7981 -4546 -941 0
-9309 -9177 1249 0
-6499 -3926 2759 0
301 2796 7864 0
499 2919 9656 0
-4017 385 3647 0
-4782 -684 7077 0
-1161 4543 8831 0
-9127 -6937 -196 0
-7759 -2008 1730 0
-8266 -4702 -3507 0
-9442 8685 8998 0
4544 5254 8173 0
-7842 705 8257 0
-4963 -4598 -4337 0
-7775 -6260 3065 0
-6798 -6509 -3319 0
-9746 -8909 -8328 0
786 1616 8883 0
-9920 -4531 2509 0
-6282 -6042 9480 0
-501 7539 9287 0
-8923 -8121 6797 0
-4504 1432 5123 0
-1869 5183 6503 0
-8511 -4497 5597 0
-7026 388 4595 0
2318 3309 8106 0
-5969 -5129 7437 0
-9903 -1775 8736 0
-5579 -3591 -1686 0
-7213 -4487 6489 0
-6529 -4892 6422 0
-3300 -2713 429 0
-5568 -4704 4871 0
-8570 5300 8116 0
-5191 -406 5311 0
-8126 838 7061 0
-6694 -624 6329 0
-6384 -4976 -3507 0
-3319 1299 4096 0
-7863 -6678 -1585 0
-2047 3777 4357 0
-8698 2362 9426 0
8016 8031 8422 0
-1774 3371 7074 0
-7591 -1058 3110 0
-5712 -2129 6821 0
-9968 -4709 913 0
-3155 -3059 -1520 0
-7420 521 4273 0
-9544 3418 6197 0
-869 3963 7180 0
1796 8699 9456 0
-4352 -3481 -653 0
-914 1138 5396 0
1982 5317 9238 0
-9181 -2545 5406 0
-6709 -4172 9273 0
-8293 -7670 2779 0
-9344 1254 1968 0
-6348 4757 5098 0
1941 4229 5567 0
-4883 2290 4822 0
-6074 1868 5251 0
-3101 4892 7078 0
-1201 1406 5772 0
-9821 -414 1091 0
-341 3038 8182 0
-1490 -779 7502 0
-5381 -4873 9873 0
-8686 -5252 9945 0
-8738 -6097 6108 0
-9071 -827 356 0
-7653 -5857 9888 0
-6538 -2295 8003 0
-648 907 5531 0
-8961 -7633 -2795 0
-3253 5962 6296 0
-8648 -6385 8092 0
550 1943 5007 0
-7078 -6407 -1213 0
-7464 -1052 8354 0
-2332 3461 5707 0
-7526 -5998 111 0
-1772 274 9662 0
-1542 5082 6440 0
2018 5041 6431 0
-5284 -1931 2281 0
-2854 4242 7403 0
-425 512 9988 0
-4071 148 5981 0
1074 2757 8100 0
-4040 13 9855 0
-4746 -2887 7021 0
3614 4858 7961 0
-8021 -5623 6996 0
-6916 -2800 1938 0
-4123 2797 7061 0
2740 5519 7720 0
-8258 -5416 9376 0
-3503 -1186 6738 0
-1575 9184 9314 0
-6355 -5348 8757 0
-1706 -743 2034 0
-8330 -4671 6013 0
-7712 -3587 9983 0
-7488 1369 5823 0
-3618 -710 1028 0
-9777 -4103 1539 0
-1509 -81 7225 0
-6182 1082 5425 0
-7191 -4820 4200 0
-9281 6335 6764 0
-3378 6797 9576 0
-4535 3241 4968 0
1226 1289 2830 0
-937 8535 9064 0
-6289 -592 6087 0
-5675 -1609 9627 0
-7184 -3606 -1510 0
-7530 -6627 3877 0
-9681 789 4579 0
4217 6428 8144 0
-5900 -2645 5775 0
-2028 3047 7219 0
-4910 1760 8434 0
-1375 444 6646 0
-6384 7979 8355 0
1967 4624 6414 0
-9195 3553 9620 0
762 3714 9384 0
-6275 -1161 224 0
-8358 -6722 7641 0
-3190 7502 7857 0
-3145 -1574 4273 0
-5673 6228 9454 0
673 8159 9380 0
-6474 -4689 2365 0
2627 3697 3962 0
3427 5012 9167 0
-1290 -853 9229 0
-5849 -3952 2758 0
-4797 682 9479 0
-9508 -2594 -619 0
708 2920 8759 0
-582 4069 4827 0
-2890 -1085 1786 0
-2118 1703 8293 0
-3525 -2111 7338 0
-9761 -2604 8789 0
-8336 -7118 -3712 0
-1725 2325 6491 0
-7256 -4443 -3816 0
-2929 850 6036 0
-9485 6556 7673 0
-6809 -6306 9327 0
-7128 -3188 -2595 0
-7896 -5997 4687 0
-3081 4911 6902 0
-2711 -1566 723 0
-1620 1997 6430 0
-4919 -285 9054 0
-4613 -2930 5273 0
-2777 3042 6877 0
-3350 1619 9582 0
-2746 3383 4863 0
-3731 6066 6278 0
-5789 -998 3490 0
-8939 813 3222 0
-7637 5014 9471 0
-3268 5450 7513 0
-6863 -5489 9438 0
-9405 -4632 1831 0
-7965 8270 8680 0
-2038 4400 6300 0
-3508 -1618 1002 0
-3029 4049 5003 0
-2632 -2373 6774 0
-4368 -407 7459 0
-2416 -571 2256 0
-2068 4116 8560 0
-2604 2849 9094 0
-1507 1297 7625 0
2395 7748 9303 0
-4671 4865 4989 0
-5269 -2275 7331 0
-6713 -1977 3351 0
-8394 -7948 1705 0
4542 9199 9390 0
-8038 -5651 322 0
-769 3390 5573 0
-7642 -5102 9184 0
-8764 -7039 9324 0
-5833 -3658 1179 0
-1426 1157 9454 0
-2580 4408 7019 0
-8206 -2348 4399 0
-4897 -4060 7575 0
-9069 -5210 8825 0
-5749 -3203 9946 0
-599 3425 5097 0
-8733 -5210 7023 0
1182 4049 7911 0
-7376 -2735 6541 0
-4667 -4281 8322 0
-2320 -1144 -535 0
-5290 -34 7395 0
-6260 -2823 6064 0
-626 6712 6925 0
-5680 2515 6013 0
-6197 7366 8101 0
-9222 -8500 -5241 0
-4194 8745 8888 0
-3291 7748 8491 0
-8973 -4581 6509 0
-5412 -2751 -490 0
-3843 -3454 8642 0
883 4797 6608 0
-8298 1808 3765 0
-9501 -722 7006 0
-8603 -1221 3491 0
-6434 405 2117 0
-7408 -2174 5994 0
-6926 -6627 7155 0
-7603 -3336 6365 0
1586 2077 3566 0
6727 7588 8287 0
-3981 2466 6553 0
-5628 4285 9675 0
-6095 -597 6474 0
-8898 -6059 -135 0
3903 5562 8643 0
8 26 572 0
-243 1306 1640 0
-5280 3812 4913 0
-321 2564 5769 0
-6872 -3381 -1654 0
-6156 -1548 -330 0
-8721 -6544 -2581 0
-9110 -101 6192 0
-5093 -2600 6174 0
-8838 1530 9359 0
-2591 -1826 -1147 0
2722 4936 5127 0
1746 3457 4149 0
-2182 7603 8957 0
-6731 -6613 4430 0
-7679 -6901 -3263 0
-5155 -4262 5243 0
-4044 6821 9262 0
-1562 2266 9931 0
-3912 -1082 3419 0
-5986 -2629 -1621 0
-3370 -1656 4780 0
-9510 -9404 -8777 0
-77 151 3741 0
-9850 -1651 6950 0
-6004 1924 3675 0
-1540 6349 9888 0
-7337 8247 8541 0
6494 8252 9330 0
-9187 4475 9083 0
963 5704 7912 0
-4087 -3392 6633 0
-3865 -907 1946 0
-3065 -1214 9348 0
-813 2272 8887 0
-5867 -1172 -747 0
6921 8400 9930 0
-4235 383 8849 0
-7232 -6446 -2609 0
-8773 -732 9183 0
-6493 -6031 -1461 0
-9914 -6921 -3827 0
-4511 2406 7722 0
-9427 -4926 3786 0
-9887 -6997 -6165 0
275 733 910 0
-9026 -1389 1241 0
-8078 -2967 6315 0
3229 9581 9883 0
-1272 3789 5897 0
-6491 3909 8489 0
-6681 -4282 -3016 0
-9278 -3216 5139 0
1642 4634 6980 0
2192 8600 8811 0
-5119 -1693 8822 0
-3535 -1619 2531 0
-6895 1989 6768 0
3179 8645 9502 0
-8214 -7863 -1516 0
4824 6012 6793 0
-5890 -795 4514 0
-8033 -1288 -370 0
-8505 -2460 6221 0
-3309 888 7630 0
-4970 8275 9278 0
-4627 3444 6748 0
-3868 -2534 278 0
-8342 -4296 -1797 0
2579 3646 3690 0
2477 6369 8999 0
-6735 -472 2838 0
-5448 -720 6473 0
-5189 -2594 4443 0
-7636 -4170 7837 0
-6021 4674 6106 0
-7458 -5252 3316 0
-7229 -7185 -1274 0
-2237 -1731 7456 0
-3886 -2678 7443 0
-5429 -4522 7789 0
-9804 -5282 5994 0
-7061 -4905 -3176 0
-8386 3409 6499 0
-4929 2424 5001 0
-7476 -2536 5341 0
-8574 -5471 616 0
-9844 -9748 -321 0
-6638 -6614 8894 0
5195 5392 6073 0
-5612 -5420 -3332 0
-9847 -8941 1906 0
-558 513 4812 0
-8493 -8033 1565 0
-4521 -1229 2712 0
-1844 5392 6913 0
-2248 5002 6510 0
-4069 823 6535 0
-6602 -6491 -4840 0
-8375 -4812 7752 0
-9565 -351 8002 0
-9280 -3708 8216 0
-7224 2032 5173 0
-4722 6416 6807 0
-5982 -3959 3732 0
4295 5183 9625 0
-8614 -5524 -5219 0
-6672 1583 5227 0
-4891 2060 5014 0
-5866 -1649 3593 0
-9343 -7387 6380 0
-9922 -5092 -2374 0
1833 2964 6416 0
-843 3916 5866 0
3319 5206 6791 0
-8920 -8490 5912 0
564 4635 8901 0
-3075 3088 5081 0
-8194 -2536 1841 0
-7278 1945 9564 0
-3764 902 6042 0
-7222 -4490 9399 0
-1533 2851 9879 0
-674 695 9013 0
-3039 -1298 3283 0
-8772 4529 9707 0
392 4308 6379 0
-4704 -3099 -1342 0
-8835 27 6910 0
-7928 6319 7713 0
-5456 -3687 -228 0
-595 2375 3523 0
-5704 -2988 3905 0
-665 6796 7831 0
-2363 6172 8000 0
-2336 4549 8649 0
-9569 1351 6041 0
-8168 -7869 -5741 0
-7760 -2562 175 0
-9977 -5568 -3905 0
3099 7898 9031 0
-6307 -5482 -871 0
-1827 3894 7317 0
-7968 -7358 2527 0
-8421 -3077 9975 0
-3707 714 7675 0
2420 4742 5238 0
-4093 -2991 4025 0
-8925 -2670 7050 0
-9214 -2923 5242 0
-5708 -2060 7220 0
-4577 1889 9727 0
1107 1212 4320 0
3297 8607 9953 0
-9238 5639 6195 0
-6755 -509 8763 0
-2412 1623 2723 0
-2247 7513 8696 0
-993 1225 2297 0
-5924 -2082 3497 0
-5952 -5002 5409 0
-7874 3446 5679 0
2716 5158 5225 0
-3551 4328 8853 0
-6613 -2983 9197 0
-8740 -7502 4321 0
-2990 1097 8727 0
-8738 -7445 3447 0
-7042 -5629 1385 0
-7417 1803 9284 0
6596 8684 9202 0
-5492 1137 3233 0
-7330 -4761 1227 0
-2001 3264 8494 0
-9525 3492 7087 0
-6984 -2155 5325 0
-5200 181 4346 0
-6901 -187 7139 0
-3411 -2792 9026 0
-6583 -6341 1777 0
-9313 -3840 3218 0
-2585 -1268 9420 0
-4420 3708 6865 0
-8629 1705 8460 0
3810 4451 8683 0
-9488 -7070 -3166 0
-8650 679 9243 0
-7268 -5138 2190 0
-8227 -5028 -2958 0
971 3240 9067 0
-7203 -676 2326 0
-5716 -5117 -3165 0
-8832 -6734 6631 0
-9237 -5018 8117 0
-5990 -308 5197 0
-2670 -855 -406 0
-2283 -1587 1943 0
-587 4738 9239 0
-8257 -7307 -4167 0
-6723 -2089 1461 0
1438 1726 6959 0
407 8708 9181 0
-8576 -3675 -3674 0
-9535 8277 9195 0
-7671 -3841 6923 0
4967 5703 7224 0
3198 3880 8254 0
-5948 1688 2874 0
-8461 -5275 3483 0
-4489 -2055 5288 0
-8536 717 8561 0
-8813 1224 8964 0
-7471 119 3973 0
-1658 2279 4578 0
-2245 2911 5737 0
-8572 -8123 -3785 0
-5358 -2200 1140 0
1594 2529 8487 0
-6349 7682 8263 0
-5637 -4977 -2275 0
-3333 2216 6378 0
7798 8911 9324 0
-8153 -2125 6124 0
-4262 184 842 0
-6530 -2213 2626 0
-1962 -570 4195 0
-4218 -2444 235 0
-2302 2411 3150 0
-7154 -352 3422 0
-3752 983 8591 0
-3620 318 2607 0
-8931 -8274 3323 0
-1781 1443 9539 0
-5427 2534 2643 0
-7604 -6682 -2337 0
1138 3320 8799 0
-5449 5628 9544 0
-7755 -6482 3228 0
-6093 -367 6351 0
3426 4042 5950 0
-9313 -4224 2480 0
-6007 3913 6841 0
-7908 -3663 -1724 0
-9253 -2177 -597 0
-9979 -3533 5171 0
-2077 747 1036 0
-3354 -547 1543 0
-7368 -1091 5701 0
-8331 -3768 1351 0
1030 3040 7412 0
-9100 376 9590 0
-8657 -4952 5422 0
-6194 -6054 -4229 0
-7066 -3770 5443 0
-4665 -1902 7948 0
-8840 -2159 8469 0
-2047 6662 7134 0
-8697 -3172 -1053 0
-9640 -3801 7749 0
-5436 -5298 5099 0
-7810 -6256 -3233 0
1995 5815 8151 0
-6044 1094 4722 0
-9172 -3795 -1925 0
-9673 4499 5086 0
-2835 3478 5249 0
3029 4971 9546 0
942 7371 8308 0
47 8324 8732 0
-8493 -391 3491 0
-6867 -3566 -194 0
-1964 2233 6297 0
-7419 -7005 3283 0
-9948 -3798 -765 0
-8084 -4556 1130 0
5465 5775 8263 0
-5853 -3823 -574 0
-6178 -4217 8400 0
360 6425 7891 0
3046 5833 6530 0
-9179 -4155 -1018 0
-5880 -4416 -3685 0
-5488 -816 6540 0
-7712 -7565 4475 0
-6850 -6823 9013 0
-7513 6407 6927 0
-7255 -4488 8870 0
4715 7629 9020 0
-95 -10 2017 0
-6992 -4471 4813 0
-9527 -2096 9497 0
-1634 734 4921 0
-8906 -5970 1440 0
3979 5719 6668 0
4248 8603 9648 0
-8320 -8010 2196 0
-5519 3800 6315 0
-6344 -6255 -3252 0
-2481 -47 4161 0
-5868 415 8609 0
-7423 -6590 -6230 0
-4687 -685 292 0
-2463 -1049 1651 0
-9165 -3288 5123 0
-7436 -6575 -752 0
-4124 -2333 7098 0
-6715 5963 6251 0
2437 2580 9029 0
-7752 2550 9617 0
713 1310 4844 0
1427 1501 7453 0
-9973 -5303 4146 0
-6537 -5368 4213 0
-7957 3984 5011 0
213 6861 9125 0
-5342 -2425 7716 0
-3975 2471 3165 0
-5638 -2808 -1728 0
-1560 -206 1656 0
-8338 -31 4753 0
-5749 -3320 7927 0
-3477 -2967 -2656 0
-4474 -953 3172 0
680 4244 8877 0
-7329 -1127 8948 0
1327 3604 6345 0
945 1012 9423 0
-8739 -3658 4521 0
-3265 -2360 2536 0
1065 1381 1970 0
-581 9634 9666 0
-3821 -3606 4533 0
-8214 -5954 -2245 0
-9487 4996 9452 0
-3545 -1118 7227 0
-6209 -4534 9544 0
-7310 -410 7694 0
-6629 -4591 5693 0
-2565 -1347 6404 0
-9030 2962 5913 0
-751 4518 6510 0
-2325 753 9336 0
-1712 530 7044 0
-4537 3252 6713 0
-6406 -1449 8531 0
-7734 -1592 1146 0
-8622 -4673 574 0
2952 3503 3967 0
-2150 502 1183 0
-8829 -4378 5737 0
-3758 9891 9933 0
-7243 827 2095 0
-9195 -7078 524 0
619 1370 8142 0
-5765 -2464 -17 0
-5494 7440 8333 0
-5535 -4065 -2212 0
-6267 -2215 9983 0
-6136 190 7738 0
-6807 9189 9388 0
-7407 -3052 3005 0
-3011 1073 6928 0
-5539 3125 9761 0
-3739 6592 9186 0
-5314 -4931 1533 0
-6624 -4567 7026 0
-8842 -3163 -142 0
373 3228 4906 0
-8477 -3170 4437 0
-1550 7229 8206 0
-4280 -2781 -734 0
-9367 -4161 6126 0
2279 2582 8937 0
-6141 7242 9613 0
-8839 5526 8046 0
-8621 -6371 1054 0
-5775 -2978 -374 0
-9109 -2609 -1903 0
-6387 96 6161 0
-4752 5606 8586 0
-5651 -4162 3635 0
-8941 601 3171 0
-2391 7427 8643 0
-390 -239 6782 0
-8098 -5791 2384 0
-9982 -2838 -1252 0
-8013 6146 6503 0
-8506 -1601 3153 0
3741 8145 8176 0
-4431 3193 8086 0
-9255 -902 8981 0
-4250 -4218 -1133 0
-6690 963 7987 0
-973 1518 6885 0
-6256 -4892 2181 0
-3373 -1134 1845 0
-9116 6918 8540 0
-6635 -3705 6996 0
-9415 589 3615 0
-7486 203 6919 0
-9362 -2407 2454 0
-7972 -672 2496 0
-5331 7274 8233 0
-9209 -4787 -60 0
-3325 2354 2405 0
-7349 -2816 6043 0
-8055 -2433 5483 0
-1944 2987 5462 0
-2320 712 3812 0
-2779 2953 8224 0
-9350 235 3549 0
-7643 -4529 8246 0
-3321 -2210 3272 0
-7292 -717 288 0
-6122 6826 7142 0
-4853 -2041 -820 0
-6823 -4297 6302 0
2489 4657 7969 0
-2076 1951 8761 0
-3198 1432 4054 0
21 7444 9424 0
-5873 -2674 5982 0
-2301 1896 5159 0
-1622 7662 7748 0
797 1954 7977 0
-9322 -2113 -1204 0
-2617 308 7717 0
-8330 -5420 1476 0
-9963 3881 6966 0
-8412 -7250 -6576 0
7004 7502 9502 0
-968 8509 8538 0
-6961 -5473 5527 0
6081 7969 8437 0
-2058 613 5247 0
-8881 -5302 -1426 0
-7084 -3469 3473 0
-7518 -6093 1799 0
-3356 2288 7504 0
-1253 2535 9567 0
-6130 -1428 7739 0
8437 8625 9562 0
-8666 -3068 257 0
-35 627 2907 0
-4513 7032 9023 0
-2373 3414 6575 0
-6933 -5882 -4152 0
3292 4548 9100 0
-7333 152 8799 0
-9901 -9605 5418 0
-2705 5531 8845 0
-3815 4043 4953 0
3655 6019 6952 0
-1422 3303 5292 0
-6885 -5378 4292 0
677 1782 3464 0
-5072 -1567 3147 0
-6701 -5945 8136 0
926 5896 7941 0
-9530 -5765 6837 0
-3139 4475 5543 0
-9442 -8586 8663 0
-5262 -4345 3518 0
-3099 -407 5901 0
-7986 -3848 5408 0
-9828 2365 5740 0
-3704 2407 8893 0
-9098 -7715 9782 0
-5366 -4357 -321 0
1505 3388 4306 0
-9396 -4843 1501 0
-104 3783 6171 0
-4119 -977 9330 0
-4659 -1156 6747 0
-9009 -8760 7702 0
-9871 4315 4332 0
-6381 -3117 7150 0
-3241 -1168 9574 0
-6194 -2848 3025 0
-6600 4989 8935 0
-5641 -832 9602 0
3889 5194 9774 0
-7115 -3616 6942 0
-9061 -3287 6771 0
-3535 686 1880 0
-8544 -3738 9145 0
-6262 -3610 -1238 0
-9869 -7738 9514 0
-9976 -2773 5364 0
-9534 6191 9816 0
-8363 -7632 7757 0
-5437 -40 9763 0
5051 7930 9493 0
-9044 1545 4269 0
-6410 -1384 6496 0
-4213 -2617 8465 0
-6300 -2795 -1552 0
-4008 5765 7938 0
-1262 2763 6289 0
-2835 4039 9242 0
-7971 -3035 9441 0
-8632 -8207 -154 0
-6257 4609 9532 0
-7069 -177 8999 0
-1943 -1309 9442 0
-7232 -3353 2955 0
-8668 36 7921 0
2658 3847 4953 0
-8395 4904 6667 0
-7660 -5407 1311 0
-4361 358 4831 0
-2432 -1385 5980 0
-9491 -8877 -4229 0
-8889 5420 7205 0
-6506 881 7751 0
-3107 -2430 9249 0
-4243 -901 6127 0
-8618 -7493 8063 0
-7195 6556 8408 0
-6135 1473 3177 0
-8577 -2810 6282 0
7779 7871 8414 0
-9565 1618 3060 0
6738 8140 9762 0
4723 8447 9068 0
-4558 -1000 2407 0
-7784 -839 3851 0
-6086 -1075 903 0
-5559 -4650 4821 0
-6606 -902 -433 0
-6880 -5715 5921 0
-5390 -4052 -3402 0
-4087 5187 6822 0
-3532 1355 3711 0
-6576 785 3140 0
-5950 -149 1943 0
-8561 -2256 9671 0
-2903 620 3058 0
-8434 -2026 2507 0
-9479 2065 5985 0
-7771 -4289 -3122 0
-4124 -2686 8151 0
-9351 -7492 -4488 0
-3161 3249 6319 0
3012 3610 6624 0
-2077 -505 5586 0
-9110 -3162 6263 0
1695 3653 5846 0
-7227 -1975 7005 0
-6847 -1160 197 0
-3841 2968 9734 0
-6501 318 9414 0
-3627 -2820 6732 0
-9764 5642 9182 0
-9633 -7499 1835 0
-4277 3845 9629 0
-7748 6784 7677 0
-7215 -3106 5470 0
-2815 1240 9712 0
-9776 -207 2448 0
-7453 -4915 1681 0
-8916 6046 8300 0
-4514 -2415 6253 0
-6182 -1264 9715 0
-9996 4083 7551 0
-6723 -6499 -3873 0
-8503 -2665 -2444 0
-7695 -7544 -6407 0
-4994 -3361 9494 0
-8437 -4998 829 0
-1957 -1810 4529 0
-6050 -664 9327 0
-8342 -5656 8624 0
-7108 -6194 2195 0
-9402 1066 6486 0
-9553 -6980 9279 0
-5696 948 5659 0
5010 6417 9376 0
-8205 -338 354 0
3843 6760 8419 0
-1463 -957 1453 0
-2934 -2232 4839 0
-4720 2373 3358 0
-421 1879 1901 0
-8445 -6630 -5114 0
-4964 5478 7885 0
-8629 -7826 -166 0
-6942 -6763 -1553 0
-9975 1876 6383 0
-3908 11 6351 0
-5980 -2504 6340 0
-6743 1254 3696 0
-5811 -681 3554 0
-2766 -1440 8365 0
-6733 -5546 -1459 0
-3489 331 2620 0
-9685 -2495 -662 0
-5385 -2459 3298 0
-9261 -2967 -1507 0
-5517 -5002 -4798 0
-3386 3151 4165 0
-8398 8723 9711 0
2882 3864 9081 0
-5342 -5340 7550 0
