c auto-generated SAT problem
-3208 -2260 -1932 0
-3782 -2233 1317 0
-4845 -697 3070 0
69 339 3318 0
108 2419 3923 0
-3832 748 1082 0
-1284 2798 4801 0
-1953 4563 4831 0
-4646 59 2899 0
-3953 -1532 856 0
-744 -593 4465 0
-3365 2723 2958 0
-2158 -1406 -882 0
-4240 -3616 2280 0
-2626 2249 3060 0
-4906 -2116 1430 0
-2826 -1491 3542 0
-2539 916 4481 0
87 1889 3431 0
-4644 -4353 -120 0
-2252 -1891 -810 0
-4385 -214 4009 0
2075 2780 3555 0
-4309 -2294 4202 0
-4685 -1825 874 0
-4683 12 1409 0
-2132 1489 4635 0
-2045 678 3812 0
-1707 3409 3636 0
-931 98 3899 0
-4174 253 2247 0
169 283 2227 0
3527 3816 4690 0
888 2380 2755 0
-4177 -1753 1119 0
-3490 2049 2951 0
-3132 1238 1543 0
-3690 -3574 1340 0
-4696 -1869 -300 0
-3612 1441 4961 0
-3149 -1581 3717 0
-4331 -3627 -2658 0
-2431 -1862 3834 0
-2698 2027 2534 0
-3843 -502 2079 0
-4094 2643 3181 0
-630 748 3973 0
-4450 -3487 613 0
-4734 -2906 744 0
-3256 2602 4885 0
-4153 -1079 2688 0
-4727 -1214 309 0
513 951 3211 0
-2604 -1464 -819 0
1181 1918 3427 0
-2606 -1374 -787 0
-176 1686 3917 0
-160 406 3808 0
-1675 -1434 -381 0
-2309 -782 1673 0
-4404 -107 4676 0
-4548 -2572 1612 0
-4147 -1866 1319 0
-137 434 1353 0
-2214 -1264 -1046 0
-3552 2300 3951 0
-2652 3326 3893 0
-3097 -710 -20 0
-4746 -85 2227 0
-3902 -3252 -3014 0
-2453 -1453 3635 0
-2624 -859 4298 0
-1979 9 3322 0
292 509 1284 0
-4488 -1730 1165 0
-3760 1954 3118 0
-1128 -980 -542 0
-4098 -79 2047 0
-1346 1763 2196 0
-3854 2746 3069 0
-3078 -616 850 0
-4167 -32 1039 0
222 1369 2680 0
2058 4613 4632 0
-4651 313 1111 0
-4637 4175 4891 0
2105 4134 4476 0
-4354 -2582 2409 0
-3033 -1365 2903 0
-717 3937 4153 0
-420 3013 4605 0
-3829 46 75 0
-964 401 1062 0
-1061 2638 3913 0
-730 1613 3600 0
-3843 -2571 1306 0
-1617 474 1314 0
-2108 -1033 2884 0
-3274 -2436 -1293 0
1707 1964 3563 0
-90 1368 3305 0
980 1911 4567 0
-477 1773 3890 0
3585 4236 4438 0
-4711 -3124 -1161 0
-2642 -2263 4446 0
1419 3081 4127 0
-3570 -3247 -2243 0
-3587 -1671 -763 0
-3706 -431 4040 0
-2198 1195 2120 0
-4639 -3058 -1737 0
-2197 2882 3567 0
227 3621 3946 0
-4755 -1246 -766 0
-3919 -3168 1399 0
981 2385 4305 0
-2562 2623 2940 0
-4242 -4065 -2318 0
-4408 -2025 2097 0
-1280 2196 3132 0
-1941 -169 1212 0
-4730 -4573 1017 0
-4645 687 2779 0
3848 4363 4820 0
-3085 4064 4515 0
-1593 -1374 2756 0
-3908 -22 493 0
-3979 421 1547 0
-3232 -2438 2817 0
-79 760 4592 0
-1368 522 2429 0
-3074 -724 2843 0
-4363 -1479 678 0
-3345 -3150 2147 0
-3224 -1057 4919 0
-3790 1335 1383 0
305 2300 2341 0
-4652 -1962 639 0
-4748 -4341 1218 0
-4099 -4050 209 0
-2850 -2691 -114 0
-2708 -1530 3707 0
-2951 1421 2014 0
-1893 79 2437 0
1057 2690 3216 0
-4877 -3655 -3361 0
-3951 -715 4321 0
-405 2501 4910 0
62 2542 4921 0
2363 4112 4715 0
-4738 -4616 -3224 0
-4716 -2947 4837 0
-2895 322 1469 0
604 2445 4739 0
-345 1884 3100 0
-616 3118 3518 0
-4423 687 2016 0
-4246 1989 4120 0
-4622 -3533 -1602 0
-3511 2180 4999 0
-4701 -2317 2580 0
-2950 -1430 2227 0
-1965 -539 4367 0
1964 3897 4193 0
-4764 -3568 1962 0
-1251 2219 4685 0
-2188 106 3258 0
-4474 -3703 2448 0
1509 2162 3601 0
-3491 518 1824 0
-2154 2831 2973 0
-4111 -2325 1312 0
-3615 2119 4384 0
-4802 -3200 3129 0
-3582 -915 4359 0
-2993 -2214 3928 0
-2184 -1800 345 0
-1552 -1234 -867 0
-4561 3007 3878 0
-4003 474 2718 0
-4805 -4586 242 0
-3985 1848 3162 0
-2367 -1026 3283 0
-4913 -4587 -1833 0
-1903 1901 4118 0
-2327 921 2137 0
80 1756 4785 0
-4454 -3307 1099 0
-4238 3407 4683 0
-4261 -2839 -353 0
-4484 -4152 2454 0
-3636 -1310 119 0
-3673 -2891 1488 0
-3124 -1197 4736 0
-2222 343 1088 0
-4699 -325 2503 0
-688 3005 3714 0
-3565 -2281 -1764 0
-4907 -2702 3081 0
-4155 -3262 1598 0
-3361 -504 4825 0
-1429 1332 4072 0
-1145 4603 4925 0
1427 2150 4549 0
381 2633 4541 0
-2341 -842 3973 0
-138 431 2005 0
-2610 862 1506 0
-3983 2011 4070 0
-3346 3766 3912 0
-378 616 1591 0
-4787 -2500 969 0
-3059 3180 3783 0
-432 350 3745 0
-1836 1625 4074 0
-1594 2957 4924 0
-4616 1541 3943 0
-4801 576 2229 0
-3346 -2747 -945 0
-1365 48 1783 0
-1597 1671 2501 0
-4453 1477 3201 0
-4416 -1714 3210 0
-4652 85 3677 0
-2982 -2146 3391 0
-2575 -2333 4800 0
-1988 -271 1535 0
-2447 1479 2407 0
-3966 -3248 -2016 0
-4829 -3167 109 0
-3719 -543 -215 0
3022 3991 4441 0
1525 2619 2768 0
-3558 -3243 1272 0
-2734 2120 2920 0
-2003 997 4575 0
-3799 -2574 -1284 0
-4709 2725 4894 0
-3612 345 1499 0
-860 242 2922 0
-663 -498 2911 0
-3815 2105 2896 0
990 2003 2526 0
-1671 -666 4023 0
-4210 349 1131 0
-4551 -4191 -3319 0
-2664 -398 4510 0
-2568 3083 4342 0
-2218 -2031 1792 0
-3717 2402 4387 0
-3169 1445 1714 0
-4794 3389 3900 0
-1127 -186 3437 0
-3859 415 3750 0
258 2592 3972 0
-2027 -666 750 0
-3049 -199 1940 0
-4224 2506 3952 0
1619 3473 4195 0
-2280 2285 4662 0
-4992 -275 1279 0
-4973 -3866 119 0
-4085 814 2191 0
-934 -447 2833 0
-506 -221 267 0
-3913 -3081 4800 0
-3405 -1129 -35 0
-4933 -4093 264 0
-1476 104 1039 0
1868 2273 2962 0
-4886 -3549 2204 0
2766 4451 4559 0
-1616 -519 3120 0
-3303 1714 4635 0
600 606 4561 0
2247 3202 4780 0
-584 -329 -48 0
-4003 -3634 3766 0
-2350 -1352 784 0
-2441 -2414 -172 0
-4907 2238 3997 0
-2808 -1460 3863 0
-4620 -934 3015 0
-4684 -2673 -1791 0
-4722 -4683 -3638 0
-4486 -1799 4624 0
2721 2979 3236 0
-4505 -3058 -886 0
-3919 -3722 2744 0
-694 1170 2588 0
-3251 -2248 1862 0
483 770 3453 0
-3686 1749 3872 0
-1136 2588 3494 0
-1680 -325 4337 0
-895 -486 1210 0
-4397 -2845 -1058 0
-2975 -1566 4025 0
-1986 -1050 -389 0
-3911 -977 2715 0
-4647 -1977 3170 0
-3477 -3236 4050 0
-4442 -1284 2189 0
-1709 -8 1224 0
-4297 -1197 -152 0
-4977 2177 3429 0
-1292 -924 1983 0
-2790 157 4865 0
-4116 -1342 1488 0
-4614 -2684 -1181 0
-2819 -2282 -1599 0
-2805 770 1991 0
-3565 -3279 -2115 0
-3985 2441 4388 0
3783 4837 4886 0
30 998 2587 0
-3488 -1227 3582 0
-3579 -656 3597 0
-269 187 2773 0
-2383 147 4052 0
-2916 -880 4126 0
-595 1936 3691 0
2164 2342 4298 0
-4322 -250 591 0
-4279 -2720 3651 0
-758 2233 4472 0
-3636 -172 4697 0
-4617 712 1303 0
-4872 -4396 -3986 0
-4436 3737 4319 0
1130 2625 4656 0
-3963 -3044 -2517 0
319 1562 2899 0
-4888 -2046 165 0
-3999 3025 3427 0
-4715 -3859 3209 0
-4766 2367 4767 0
-4865 -4185 4089 0
-516 173 270 0
-2968 -2594 1699 0
-4642 -2720 -43 0
-1131 422 785 0
-4696 -4105 -1914 0
-4284 -1193 3672 0
-3701 2514 3608 0
-2519 -1998 2617 0
-2214 -1517 2727 0
-3872 -1824 -1170 0
-476 -384 2765 0
-3308 -1582 -8 0
-1257 826 3270 0
-281 2599 3537 0
-3004 -2880 2164 0
-4091 2938 3803 0
1543 2434 4681 0
-3531 -2884 2312 0
-51 2640 2693 0
-2435 -1772 -1003 0
-3258 509 722 0
3320 3557 4926 0
-3887 1686 4107 0
31 3342 4821 0
2324 2603 4731 0
-2321 -1762 861 0
-4337 -1441 4735 0
-2644 101 2933 0
-4805 1832 4295 0
-47 3911 4635 0
-1859 645 4450 0
-680 -205 4602 0
-1219 -352 3921 0
-3840 -3363 1649 0
-1254 3273 4900 0
-182 2089 4516 0
-3090 875 2067 0
-2541 -1308 2699 0
-2985 -1291 952 0
879 3164 4416 0
-621 2149 2240 0
-4078 -2025 -428 0
-4240 611 4533 0
-431 526 1312 0
-4649 38 3240 0
-2249 -556 416 0
-3894 289 2552 0
-4971 -3516 -1401 0
-4339 -3645 -1894 0
-2822 -2458 4833 0
-3059 2395 4378 0
-3515 -1274 1064 0
202 529 3885 0
-4617 -749 -511 0
-998 855 1128 0
-701 -556 -133 0
-9 3281 4448 0
-2028 235 906 0
1984 2479 4821 0
-1245 -611 4214 0
-1970 2091 3203 0
-4212 -4027 4004 0
-69 672 4206 0
-2751 -1531 795 0
-2822 1481 3059 0
-59 1435 1722 0
-3832 -230 2542 0
-2965 -1098 389 0
-626 391 3229 0
3198 3204 3263 0
-992 -647 -509 0
-1394 1658 3718 0
-2423 -1650 922 0
-2247 2194 3253 0
-3720 3756 3913 0
-4930 512 2747 0
-1825 1078 1404 0
-1752 -1421 2000 0
-4327 489 1901 0
301 2824 4931 0
-2198 3825 4163 0
-4850 -2138 -237 0
-2500 2010 4330 0
-3322 -2785 3461 0
-1226 4289 4878 0
-4689 -2049 -1393 0
-2851 -571 2857 0
-2256 -969 1593 0
-3754 -1926 4496 0
-3326 -2516 4709 0
-4714 -251 759 0
-4147 1315 3234 0
-4674 269 3967 0
-3750 -2399 2937 0
2757 3075 4216 0
-2086 2329 3147 0
-2232 155 3805 0
-4921 -2726 -108 0
-3620 -2299 -366 0
827 1885 3491 0
-1450 2731 4559 0
-4139 -2377 -1082 0
-3960 -1683 2838 0
-3972 -2058 -1008 0
-3040 -281 932 0
-1976 4365 4836 0
-3761 -1400 3800 0
-834 -479 4368 0
-4875 -217 1819 0
-4900 -1857 1996 0
-3797 -2037 3421 0
-2363 -654 4453 0
-4566 -467 3794 0
185 2534 3474 0
-2350 -2004 -1592 0
-4948 -250 3319 0
-3687 -1199 2323 0
-4455 1783 3529 0
-3771 -2473 4360 0
-4415 -124 4150 0
-3893 -3049 -396 0
-1101 1601 3032 0
-1202 2029 4127 0
-4571 -461 4770 0
500 1704 2318 0
-3150 -1453 2346 0
-3387 -65 2701 0
-4211 -1586 -364 0
-3462 210 3881 0
-1560 2728 4004 0
-3981 -3219 -1782 0
1111 1862 4772 0
-2798 -2716 2761 0
-4112 -2345 -120 0
-483 4484 4828 0
-2307 1966 3301 0
-2778 -760 2087 0
-4714 -1805 2999 0
-3759 -714 4319 0
-1315 -760 709 0
-2541 -676 4576 0
1579 2809 4257 0
-2495 2591 4005 0
-4216 -2341 3243 0
-2068 -1278 2463 0
-4474 -2188 -655 0
-1550 262 4255 0
-4491 -1981 3977 0
-1011 1585 3255 0
-4816 2371 4346 0
-3390 -2967 601 0
346 793 3748 0
-2462 -2164 3705 0
-402 510 4180 0
-535 1941 3539 0
-956 -572 2667 0
-2245 -928 4875 0
-1450 -762 4604 0
-4302 -2807 3579 0
-4010 -429 1625 0
-941 513 1768 0
-2696 -1576 502 0
-4229 -1445 719 0
-4552 4217 4223 0
-2976 -518 4898 0
-1258 157 3473 0
-1118 -1111 -367 0
-4843 -4695 2781 0
-4894 -4863 -4406 0
-3751 -1591 35 0
-3139 1227 1602 0
-1595 -942 2723 0
-1976 2803 3084 0
-4270 -2239 4844 0
-1467 506 4250 0
-3943 -2492 4628 0
-3616 -2302 555 0
-4976 -1229 3601 0
-4459 -3180 -2447 0
646 2095 2803 0
-193 484 1458 0
-3013 -953 4986 0
-4351 -1984 1814 0
-4231 -1426 2873 0
-293 1852 4675 0
-1817 -64 4141 0
-2999 476 3059 0
-649 1797 2107 0
-2508 -95 1561 0
97 3220 4999 0
-530 424 3255 0
1891 3481 4102 0
-4260 -1828 2935 0
-4674 -4321 243 0
-341 1042 2755 0
-975 2666 2790 0
-2280 2036 4670 0
-3125 -706 2035 0
-4245 -3278 610 0
82 1221 2676 0
-2630 -933 4329 0
-3541 1603 2119 0
-3679 -1636 1632 0
-1219 180 3763 0
-4865 -4029 -3402 0
-3430 -3134 4529 0
-3956 -2638 -571 0
-4018 -3757 3377 0
-3976 -3917 650 0
907 1072 1932 0
737 2041 4689 0
544 940 4689 0
-2522 -1418 3239 0
-3739 -409 573 0
3306 4236 4979 0
-4441 -3453 494 0
-4144 -3273 -1915 0
-4795 -377 3820 0
-195 590 4753 0
-3969 -2529 4701 0
-1611 3341 4326 0
399 612 3603 0
-4554 -2378 -803 0
1424 2232 3040 0
-1119 -434 1131 0
-2999 2785 3896 0
-1132 820 3720 0
1007 1387 3775 0
-4713 -3579 -2841 0
-2080 2218 3496 0
82 705 1993 0
-3172 -254 4679 0
-3623 996 4014 0
-4305 -1539 4427 0
-3968 -3087 2204 0
-4527 -3008 -160 0
2185 2696 4777 0
-4116 -1261 1229 0
-4487 -4393 851 0
-4676 -4028 2675 0
-4231 476 3606 0
-4907 -2283 -439 0
-2887 -2583 2763 0
-420 393 4020 0
-3661 1038 2454 0
496 1922 4299 0
-2448 3761 3917 0
1274 2531 3082 0
-1900 4035 4307 0
-1810 424 4044 0
-1945 -1450 2355 0
-4839 2892 3444 0
-4478 -1292 1556 0
-2137 -1250 -720 0
-4157 -2911 -2608 0
-3787 4119 4776 0
-2784 2399 4403 0
-2835 993 3941 0
-472 1025 1611 0
-4560 989 1302 0
-1790 -749 -468 0
-3188 1563 4504 0
-678 452 1974 0
-3796 -2050 801 0
220 403 2668 0
3 409 3891 0
-2446 284 3202 0
-3909 -3058 2827 0
-4335 584 727 0
-4917 -4643 4672 0
-2588 -2037 344 0
-2462 2979 4775 0
2632 4023 4045 0
-4118 -2528 -2276 0
-2977 -2000 3590 0
-4160 -463 4682 0
-2367 -957 965 0
-513 1500 1812 0
988 2408 2440 0
-3463 -2338 -1897 0
-2841 414 2949 0
-2473 2542 2767 0
-2477 383 4975 0
-3538 69 3314 0
-3739 -250 4961 0
2997 3221 4048 0
-2900 -2405 4346 0
-2342 1772 4826 0
-4744 -4646 -1773 0
-1492 -397 314 0
-3318 3742 4150 0
-907 2302 4503 0
2063 4418 4793 0
-2567 -915 -115 0
-1380 -1138 3012 0
-2818 -518 3082 0
-2690 -1637 1241 0
-3518 -761 471 0
564 1692 2148 0
-250 358 377 0
-4251 -168 3233 0
578 1403 3808 0
-1592 -1347 2957 0
-3335 -3230 3591 0
400 3228 3542 0
-4629 -4340 -2578 0
2292 2399 4508 0
-1662 -677 1541 0
4027 4362 4725 0
-2486 2506 3991 0
-4883 -1048 2776 0
-3296 -2345 2254 0
-2804 -436 1781 0
-2079 -1856 1110 0
-505 169 4709 0
-3168 -1646 -233 0
-1309 487 1067 0
-2312 -155 1899 0
-1099 -448 3725 0
-4234 -2062 1141 0
-4888 -4296 -475 0
-2947 393 654 0
-1650 -28 966 0
-2958 1432 4624 0
-3928 -3482 2838 0
-3574 -1007 3717 0
-3311 1468 1687 0
-2416 476 4206 0
-4716 646 4286 0
-2733 -1208 3137 0
-3032 -2333 3007 0
-3468 -3405 1537 0
-4579 -3614 -3054 0
-3393 1182 4355 0
-4226 166 4259 0
-2089 2355 3382 0
-3277 359 2196 0
-4753 -2917 -1532 0
-110 2075 4280 0
887 1358 4262 0
-4063 -2243 -497 0
-154 329 2355 0
-4189 -3131 -187 0
-3398 -1669 2553 0
-4608 1737 3113 0
-4654 -3560 -787 0
-3406 -3199 3440 0
-2926 1310 3198 0
-889 315 2553 0
-1205 930 4188 0
-1076 4026 4457 0
1229 1411 4896 0
-3570 -2809 74 0
-4886 -3317 2333 0
-2957 1999 3392 0
-2858 -2347 2764 0
-3618 2783 4995 0
-4795 1120 3690 0
-4726 -3659 4432 0
-4552 -2475 2113 0
-4809 2244 2483 0
1543 2720 3936 0
-1033 484 2604 0
-4056 -3590 3878 0
-2237 -408 4099 0
-4542 -4280 2582 0
-4143 -1314 -1256 0
68 892 927 0
-454 790 947 0
-4425 127 1349 0
-2746 2673 4392 0
-3103 -2771 -120 0
-3276 1973 4956 0
-3294 1328 1486 0
-4829 1363 2639 0
-4807 1122 2759 0
-4696 1286 2579 0
-2566 682 2536 0
2042 2757 4582 0
-2211 1741 2991 0
-2928 1274 4929 0
-3996 -3150 2772 0
-541 2268 3238 0
-2168 371 3923 0
-4108 -3610 994 0
-1651 -640 2797 0
-4128 -1843 1809 0
-1438 -962 2583 0
-3758 3059 3301 0
-1417 2561 3443 0
-4834 2923 2955 0
-3633 2360 3201 0
-3923 -2801 -885 0
-1494 1973 3367 0
-3781 -1336 576 0
1812 3184 4178 0
-4008 -973 4435 0
-3781 1722 3727 0
-2350 -1931 4329 0
133 915 4886 0
295 1817 4614 0
-2437 2995 3635 0
-3366 -1025 3541 0
-2247 -959 620 0
-2459 3141 4500 0
-4081 -2933 2919 0
-1366 179 3934 0
-3236 -2476 -978 0
1611 2552 4927 0
-747 232 1905 0
-4835 1509 1695 0
-1760 3149 4587 0
-1467 3751 4364 0
-2433 1221 3506 0
-3928 -587 1875 0
-4572 -3929 -1872 0
-3390 -3256 -1458 0
-4674 -2023 1145 0
-3850 147 5000 0
-3029 -2740 2135 0
-3557 1053 2542 0
-1898 -1462 -1236 0
3309 3466 3788 0
-3971 -1418 1442 0
188 2878 3400 0
-4182 -3630 -101 0
-4040 958 2342 0
-343 2663 4094 0
-4901 -4105 1812 0
-4849 -2338 4446 0
-1547 -1370 -517 0
-3620 3547 3577 0
3062 3726 4711 0
-3607 1755 3033 0
-4025 -740 3955 0
-2246 -965 -404 0
-1972 3444 3465 0
-4595 -3344 3154 0
-2876 273 3770 0
-3471 2390 3986 0
-3885 2868 3297 0
107 1457 4647 0
-309 -225 -158 0
-1084 548 2961 0
-2308 -721 -439 0
-4463 -2945 1372 0
-2090 -248 325 0
-4543 1781 1882 0
-4704 -3641 1852 0
1924 2055 3974 0
-2582 3013 3071 0
-553 -329 4192 0
-4201 -1788 -995 0
416 2410 4356 0
-4094 -1881 2076 0
-3487 695 2138 0
-4980 -2874 1709 0
-4857 -3106 -2150 0
-4850 -4381 1447 0
-1705 -1526 358 0
-4933 -3016 -2599 0
-5 3508 4191 0
-3882 -1456 3249 0
-158 2478 3620 0
-1399 762 2611 0
-4960 -3534 -2612 0
-2064 -1533 1257 0
-2572 1030 2342 0
-1655 347 4471 0
-4495 -1578 3767 0
1544 2321 4119 0
-4033 -3851 3908 0
-2248 -327 2754 0
-3358 -1167 3578 0
-331 4214 4618 0
188 759 4084 0
-3492 -944 2887 0
-2082 207 2727 0
-3225 -2503 311 0
-3718 -2183 1533 0
-3765 390 1950 0
1273 2552 2913 0
-3624 -2314 3942 0
-3421 -2038 -1600 0
-1711 -607 4464 0
655 1661 4406 0
-50 3266 4921 0
2220 3308 4255 0
532 889 3931 0
-1550 1380 1662 0
-4722 768 2966 0
-3068 -2861 2052 0
-181 1663 4883 0
-871 -816 2422 0
-3689 377 2918 0
-4618 -3178 -239 0
-3465 -3090 3653 0
-2020 -1587 378 0
901 4752 4919 0
-2136 -329 4991 0
-2849 217 4849 0
-3476 -2869 4750 0
-2112 369 2535 0
-1310 660 1157 0
-3663 -2147 4276 0
-3002 960 3418 0
1162 2401 4461 0
1059 2573 2984 0
-1765 -747 3160 0
985 3608 4547 0
-3844 -2982 3722 0
2155 4056 4657 0
-4229 -2654 -2473 0
-4377 -2949 -1153 0
1594 1901 2842 0
-3697 -2607 2921 0
-3006 3589 4011 0
-4740 -4211 -2465 0
-3488 -3224 -936 0
-1174 2103 3433 0
-4426 -2902 2601 0
-3743 -1523 1042 0
-4361 1665 3967 0
-3760 -761 860 0
-4780 636 3913 0
-1465 2466 3032 0
-2487 -1231 529 0
-3346 -3199 4729 0
-4875 -2879 4360 0
-2630 -604 336 0
-510 977 3403 0
2387 2754 4557 0
-4640 -2031 4839 0
-3999 -3992 3190 0
-728 -393 3151 0
-4776 -4344 1025 0
-4531 -1889 4093 0
179 1720 4702 0
-3089 -277 3059 0
-4173 -3075 325 0
-3210 -2212 4702 0
-3008 -465 1697 0
-963 -214 2891 0
-3690 2654 4256 0
-4765 -1556 1853 0
-2477 -1860 796 0
-4488 -1486 4564 0
-4354 1263 1695 0
-4306 216 3123 0
-710 121 2276 0
-2571 -647 4820 0
-2758 655 2393 0
-2615 619 2103 0
-1711 1456 2102 0
-3273 -344 428 0
-4801 -700 2445 0
-4700 3108 3487 0
-239 3165 3548 0
-900 216 459 0
-1885 479 548 0
-4777 -1391 236 0
-3136 -2653 1149 0
-2169 4616 4832 0
-3887 -168 1160 0
-2853 -2259 3164 0
-1862 -889 3035 0
-4507 4175 4417 0
-1036 2014 3933 0
-3332 -1395 687 0
-1729 1627 4689 0
-3996 -1797 961 0
-4767 -17 1068 0
-4004 -487 4289 0
-2694 2124 3028 0
-955 3071 4971 0
-2253 631 4362 0
-4937 -4552 -3457 0
-4338 -2263 -1057 0
-2272 -1702 -1497 0
-3960 -573 2435 0
-3909 -1507 1775 0
-4815 -4739 -2238 0
-4547 -902 2205 0
1717 3471 4207 0
-2920 -2560 3788 0
-704 901 1701 0
-4946 -4423 -1559 0
-3671 -3436 860 0
-3204 1769 2448 0
-3287 1495 3476 0
491 843 2915 0
-1537 783 2712 0
-1432 -1105 1439 0
-4362 -3359 2245 0
-3522 -1168 1792 0
-1659 -99 3067 0
-4591 -2886 3641 0
-1886 -969 691 0
-1836 494 2869 0
-4850 -1555 1882 0
-2406 800 1968 0
1286 1538 1982 0
-3401 -2714 3030 0
-1573 -244 195 0
-727 4249 4258 0
-2978 -575 3253 0
929 2720 4356 0
-1224 3757 4903 0
-3749 2230 4115 0
-2249 -1424 1199 0
-4114 1263 3243 0
-1712 1247 3383 0
-2346 -1240 592 0
-1757 -92 1185 0
-3573 -1977 703 0
-2198 2160 4660 0
-1457 701 3806 0
-4566 -2380 -1887 0
-1061 1569 3622 0
-4465 -3460 761 0
-3782 2174 3628 0
-4973 -3584 -1663 0
-3575 3802 4730 0
-4274 -1884 -635 0
-3589 -3221 2514 0
-2234 -1995 2275 0
1654 1975 3425 0
-3425 2184 4131 0
-1575 -526 856 0
-1888 1134 1485 0
-3564 -2635 3604 0
-3303 1465 1608 0
-4602 2527 4094 0
-450 -305 4570 0
-1224 -334 3454 0
-2361 -88 2119 0
-4896 -4098 1954 0
-1601 3370 4113 0
-4247 -2874 4136 0
-4335 -1604 5000 0
-3176 -2832 2476 0
-4194 -3006 510 0
-4124 -2411 4055 0
-3483 4123 4323 0
-4311 1962 4095 0
-3446 -930 4516 0
-697 2945 4480 0
-2824 -985 1864 0
-4550 -142 139 0
-4521 384 4310 0
-1486 2959 4534 0
1811 2587 4082 0
-2812 -2189 770 0
-3733 -2680 -1117 0
-2810 3304 4755 0
-4404 -1960 3579 0
-4808 -1691 4766 0
-3271 -1274 102 0
-262 317 1163 0
-4953 3721 4562 0
-4809 1129 2356 0
-2609 -1584 128 0
-4425 2382 3286 0
-4692 -2663 -1817 0
-3207 2985 4422 0
-2155 -797 2324 0
-4708 -2462 -384 0
-3297 -3013 1861 0
-1243 4305 4483 0
-4848 -4260 3092 0
-4113 -3745 -2096 0
-2616 -2095 -1041 0
-4520 2533 4199 0
-4048 -2484 3573 0
-1324 -534 1943 0
2356 4395 4636 0
-2428 -1750 31 0
-4575 -2297 -577 0
-2525 -1238 2456 0
-3593 -2160 4345 0
-2743 -2516 -1151 0
-4617 -4411 -4259 0
-2750 1853 2827 0
-4023 -1853 4377 0
-2968 -2035 782 0
-4530 -2151 2614 0
-3939 -2420 568 0
834 2240 3580 0
-4340 -1282 2957 0
1409 3549 4729 0
-4215 3102 4158 0
382 636 4904 0
71 1866 3117 0
-4708 -4045 -2380 0
-3792 -3544 2563 0
-247 195 3261 0
-3863 1200 4290 0
-4499 -2428 4402 0
-1429 -1428 1582 0
-4161 2145 3624 0
-2767 1672 1735 0
-1601 116 613 0
-4712 -2261 2308 0
-3992 -276 1098 0
2389 2587 3370 0
-3539 -246 -139 0
201 1199 1951 0
-1348 1919 4745 0
-106 893 4385 0
-4638 -4220 1518 0
-467 3689 4048 0
-421 -402 3802 0
-3339 -432 3149 0
-4131 -770 439 0
-3465 -1302 4583 0
-2266 1508 4389 0
-4454 -4078 -1564 0
-2928 726 3841 0
-2099 1113 2420 0
-3287 -3218 4337 0
2416 2960 3063 0
-3636 -878 2749 0
-2920 1368 1579 0
-4559 -824 4789 0
-4735 -645 -205 0
2508 4274 4732 0
3000 3018 4777 0
-2819 2504 4536 0
-4958 -2740 2760 0
-1810 2080 4438 0
-4116 949 1009 0
-2772 1715 3703 0
-1858 412 4332 0
-3194 2259 3443 0
-2005 -1320 1252 0
-4633 4010 4036 0
-1901 1664 3416 0
-4808 -4086 2802 0
-3530 -88 4029 0
-4448 -704 -29 0
-902 2454 4432 0
-2121 -748 1825 0
-1344 -392 1136 0
-2546 -2389 2282 0
1122 1685 4011 0
-3080 -372 179 0
-4780 177 4396 0
-3698 -3667 -1345 0
-3517 -2194 3048 0
-4517 -4035 1568 0
-4593 -2421 -1863 0
274 2124 2888 0
-4278 -2132 -634 0
-1418 -1259 4855 0
-4866 -2637 -521 0
-2788 -514 3237 0
-77 2903 3096 0
-2510 -1223 3169 0
-2682 -347 1701 0
-1286 291 870 0
-4842 -4539 4623 0
-4775 -3326 -803 0
-179 3932 4100 0
431 2950 3256 0
1639 2471 4403 0
-1342 3219 4372 0
-3088 -1044 3703 0
-687 40 2047 0
-4600 864 2016 0
-3778 -3142 2734 0
-4125 -3528 4004 0
-3322 3935 4606 0
-1915 -913 -764 0
-4879 3602 4048 0
-4185 -4103 1781 0
-85 3159 4251 0
-4634 -2534 3781 0
-3241 -2608 903 0
-4532 -2479 -2387 0
-3759 -2496 -1842 0
734 4070 4969 0
-2443 3429 4617 0
1853 2595 4033 0
-4202 1989 2224 0
1935 2038 3469 0
-2450 -1472 3201 0
-3422 46 3615 0
-3511 3106 4759 0
-4163 -3090 4411 0
-4219 -1036 2584 0
194 375 945 0
-2797 -2243 2555 0
1931 3418 3955 0
-3689 -1482 2590 0
-2404 -1440 3069 0
-4839 795 1995 0
-3575 -3507 -1263 0
-4435 -2814 -2328 0
-3407 -342 57 0
-830 -562 2261 0
-4968 -1799 4816 0
-4871 -1004 -70 0
-1857 2459 2648 0
-3115 -727 -363 0
-2860 3809 4507 0
-2407 -664 4540 0
-3670 -1394 3097 0
-2901 -542 4023 0
-2441 -611 2505 0
-2996 2245 2767 0
-4110 -2289 1173 0
-1969 -437 3390 0
-3216 2827 3719 0
-3198 3569 4348 0
-3977 1623 2726 0
1170 1731 3999 0
-4818 -1098 674 0
223 2003 2865 0
-653 178 2785 0
-1988 503 1382 0
-2087 -1627 2544 0
-3795 -2933 -761 0
-923 -165 1120 0
-4187 -3839 546 0
-4198 1482 2655 0
-3711 -654 1053 0
-4825 -3576 4419 0
1240 1955 2113 0
-4698 -1175 456 0
1525 1943 2608 0
-2520 -2003 154 0
-3298 -771 2033 0
1372 1700 2009 0
